-DOCSTART- 0
E CONJ
sobre P
açò PRO^3^SG
, COMMA
lo D
digmenge N
a P
hora N
de P
mig ADJ
dia N
vench VBDI^3^SG
·i· NUM
sarrahí N
qui C
havia VBDI^3^SG
nom N
Alí NPR
, COMMA
de P
la D
Palomera NPR
, COMMA
nadan VG
a P
nós PRO^1^PL
, COMMA
e CONJ
comtà VBDI^3^SG
·ns PRO^D^1^PL
noves N
de P
la D
yla N
e CONJ
del P+D
rey N
e CONJ
de P
la D
ciutat N
. .

E CONJ
nós PRO^1^PL
manam VBDI^1^PL
cant C
vingués VBDS^3^SG
a P
la D
mija ADJ
nuyt N
que C
les D
galees N
levassen VBDS^3^PL
les D
àncores N
, COMMA
e CONJ
que C
nuyl D^Q
hom N
no NEG
cridàs VBDS^3^SG
ayoç N
, COMMA
mas CONJ
en P
semblant N
d’ P
ayoç N
que C
ferissen VBPS^3^PL
ab P
·i· NUM
fust N
en P
la D
proa N
de P
les D
tarides N
e CONJ
de P
les D
galees N
al P+D
levar VB
de P
la D
àncora N
, COMMA
car C
bon ADJ
port N
hi PRO^ADV
havia VBDI^3^SG
, COMMA
e CONJ
no NEG
y PRO^ADV
havia VBDI^3^SG
obs N
pus ADV
d’ P
una D^Q
àncora N
. .

E CONJ
açò PRO^3^SG
se PRO^RFL^3^SG
feÿa VBDI^3^SG
, COMMA
car C
denant P
nós PRO^1^PL
a P
la D
riba N
estaven VBDI^3^PL
bé ADV
·v· NUM
FOL35v FOL
mília NUM
sarraïns N
; ;
e CONJ
havia VBDI^3^SG
-n’ PRO^ADV
í PRO^ADV
bé ADV
·cc· NUM
a P
caval N
, COMMA
e CONJ
lurs D^POS
tendes N
parades VNI
. .

E CONJ
quan C
vench VBDI^3^SG
a P
la D
mija ADJ
nuyt N
, COMMA
diríets VBPC^2^PL
que C
en P
tot D^Q
lo D
nostre D^POS
navili N
no NEG
parlava VBDI^3^SG
nuyl D^Q
hom N
. .

E CONJ
les D
galees N
, COMMA
·xii· NUM
que C
n’ PRO^ADV
í PRO^ADV
havia VBDI^3^SG
, COMMA
cada D^Q
una D^Q
tirava VBDI^3^SG
sa D^POS
tarida N
, COMMA
e CONJ
anaven VBDI^3^PL
traén VG
les D
tarides N
del P+D
port N
gent ADV
e CONJ
suau ADV
. .

E CONJ
els D
sarraïns N
sentiren VBDI^3^PL
-ho PRO^A^NTR
e CONJ
arravataren VBDI^3^PL
-se PRO^RFL^3^PL
, COMMA
e CONJ
aquests D^DEM
nostres D^POS
qui C
traÿen VBDI^3^PL
les D
tarides N
estegueren VBDI^3^PL
-se PRO^RFL^3^PL
de P
remar VB
e CONJ
estegueren VBDI^3^PL
gent ADV
e CONJ
suau VBPI^3^SG
e CONJ
anaren VBDI^3^PL
escoltan VG
; ;
e CONJ
aquests D^DEM
anaven VBDI^3^PL
trahén VG
les D
tarides N
suau ADV
. .

E CONJ
, COMMA
quant C
vench VBDI^3^SG
a P
cap N
d’ P
una D^Q
peça N
, COMMA
los D
sarraïns N
s’ PRO^RFL^3^SG
escridaren VBDI^3^PL
una D^Q
peça N
e CONJ
fortment ADV
, COMMA
e CONJ
vim VBDI^1^PL
que C
sentits VNI
érem VBDI^1^PL
de P
tot PRO^Q
en P
tot D^Q
. .

E CONJ
éls PRO^3^PL
cridaren VBDI^3^PL
, COMMA
e CONJ
nós PRO^1^PL
cridam VBDI^1^PL
a P
l’ D
anar VB
: :
en P
bona ADJ
ventura! N
E CONJ
els D
sarraïns N
anaven VBDI^3^PL
-se PRO^RFL^3^PL
·n PRO^ADV
per P
terra N
a P
peu N
e CONJ
a P
caval N
. .

E CONJ
esgordam VBDI^1^PL
on C
iríem VBPC^1^PL
pendre VB
terra N
; ;
e CONJ
cuytaren VBDI^3^PL
-se PRO^RFL^3^PL
tant ADV
les D
nostres D^POS
·xii· NUM
galees N
e CONJ
les D
·xii· NUM
tarides N
, COMMA
que C
ans CONJ
foren VBDI^3^PL
a P
terra N
que C
éls PRO^3^PL
§ §
E CONJ
foren VBDI^3^PL
aquests D^DEM
, COMMA
aquels D^DEM
qui C
exiren VBDI^3^PL
en P
terra N
: :
Don DPR
Nuno NPR
e CONJ
Don DPR
Ramon NPR
de P
Muntcada NPR
e CONJ
el D
Temple NPR
e CONJ
En DPR
Bernat NPR
de P
Sancta ADJ
Eugènia NPR
e CONJ
En DPR
Guilabert NPR
de P
Cruÿles NPR
. .

E CONJ
enans ADV
que C
éls PRO^3^PL
hi PRO^ADV
fossen VBDS^3^PL
ab P
bé ADV
·dcc· NUM
peons N
de P
chrestians ADJ
en P
aquel D^DEM
pug N
qui C
era VBDI^3^SG
prop P
de P
la D
mar N
, COMMA
e CONJ
podien VBDI^3^PL
ésser VB
los D
nostres D^POS
bé ADV
tro P
a P
·cl· NUM
a P
caval N
, COMMA
e CONJ
els D
sarraïns N
foren VBDI^3^PL
arrengats VNI
denant P
éls PRO^3^PL
, COMMA
e CONJ
foren VBDI^3^PL
bé ADV
·v· NUM
mília NUM
hòmens N
a P
peu N
e CONJ
·cc· NUM
a P
caval N
. .

E CONJ
vench VBDI^3^SG
En DPR
Ramon NPR
de P
Muntcada NPR
e CONJ
dix VBDI^3^SG
que C
los PRO^A^3^PL
estimaria VBPC^3^SG
. .

E CONJ
anà VBDI^3^SG
-sse PRO^RFL^3^SG
·n PRO^ADV
sol ADJ
e CONJ
dix VBDI^3^SG
: :
No NEG
vaja VBPS^3^SG
negú PRO^Q
ab P
mi PRO^D^1^SG
. .

E CONJ
, COMMA
quan C
fo VBDI^3^SG
prop P
d’ P
éls PRO^3^PL
, COMMA
demanà VBDI^3^SG
los D
nostres D^POS
; ;
e CONJ
, COMMA
quan C
éls PRO^3^PL
foren VBDI^3^PL
venguts VNI
a P
él PRO^3^SG
, COMMA
dix VBDI^3^SG
: :
Firam VBPI^1^PL
en P
éls PRO^3^PL
, COMMA
que C
no NEG
són VBPI^3^PL
re! PRO^Q
e CONJ
el D
primer ADV
que C
anch ADV
los PRO^A^3^PL
anà VBDI^3^SG
ferir VB
fo VBDI^3^SG
él PRO^3^SG
. .

E CONJ
, COMMA
quan C
foren VBDI^3^PL
tam ADV
prop P
los D
chrestians ADJ
dels P+D
moros N
con C
serien VBPC^3^PL
·iiii· NUM
astes N
de P
lança N
de P
lonch N
, COMMA
giraren VBDI^3^PL
les D
testes N
los D
moros N
e CONJ
fugiren VBDI^3^PL
, COMMA
e CONJ
éls PRO^3^PL
pensaren VBDI^3^PL
de P
dar VB
en P
éls PRO^3^PL
. .

E CONJ
moriren VBDI^3^PL
dels P+D
sarraïns N
més ADV
de P
·md· NUM
, COMMA
sí ADV
que C
negú PRO^Q
no NEG
·n PRO^ADV
volien VBDI^3^PL
retenir VB
a P
presó N
. .

E CONJ
tornaren VBDI^3^PL
-se PRO^RFL^3^PL
·n PRO^ADV
, COMMA
quant C
açò PRO^3^SG
agren VBDI^3^PL
feyt VNI
, COMMA
al P+D
ribatge N
de P
la D
mar N
. .

E CONJ
nós PRO^1^PL
isquem VBDI^1^PL
de P
la D
mar N
FOL36r FOL
e CONJ
trobam VBDI^1^PL
nostre D^POS
caval N
ensellat VNI
e CONJ
els D
cavallers N
d’ P
Aragó NPR
qui C
eren VBDI^3^PL
exits VNI
d’ P
una D^Q
terida N
nostra D^POS
e CONJ
dixem VBDI^1^PL
: :
Mal NPR
nos PRO^D^1^PL
n’ PRO^ADV
à VBPI^3^SG
pres VNI
que C
vençuda VNI
sia VBPS^3^SG
la D
batayla N
primera ADJ^Q
de P
Maylorques NPR
e CONJ
nós PRO^1^PL
no NEG
y PRO^ADV
siam VBDI^1^PL
estats VNI
. .

E CONJ
ha VBPI^3^SG
-y PRO^ADV
cavallers N
qui C
vuylen VBDS^3^PL
anar VB
ab P
nós PRO^1^PL
? ?
e CONJ
aquels D^DEM
qui C
foren VBDI^3^PL
apparaylats VNI
anaven VBDI^3^PL
ab P
nós PRO^1^PL
, COMMA
e CONJ
fom VBDI^1^PL
tro P
a P
·xxv· NUM
. .

E CONJ
isquem VBDI^1^PL
trotan VG
e CONJ
d’ P
arlot N
contra P
alí ADV
on C
havia VBDI^3^SG
estada VNI
la D
batayla N
. .

E CONJ
vim VBDI^1^PL
sus P
en P
·i_a· D
serra N
de P
·ccc· NUM
tro P
a P
·cccc· NUM
peons N
de P
sarraïns N
. .

E CONJ
en P
tant ADV
éls PRO^3^PL
viren VBDI^3^PL
-nos PRO^A^1^PL
e CONJ
devalaren VBDI^3^PL
d’ P
aquela D^DEM
serra N
en P
què WPRO
eren VBDI^3^PL
, COMMA
e CONJ
volien VBDI^3^PL
pujar VB
a P
·i_a· D
altra D^Q
serra N
que C
y PRO^ADV
havia VBDI^3^SG
. .

E CONJ
dix VBDI^3^SG
·i· NUM
cavaller N
d’ P
aquells D^DEM
d’ P
Ahé NPR
, COMMA
qui C
són VBPI^3^PL
naturals N
de P
Tahust NPR
: :
Seyor N
, COMMA
si C
·ls D
volets VBPI^2^PL
atèyner VB
, COMMA
coytem VBI^1^PL
-nos PRO^RFL^1^PL
. .

E CONJ
nós PRO^1^PL
cuytam VBDI^1^PL
-nos PRO^RFL^1^PL
. .

E CONJ
, COMMA
al P+D
venir VB
que C
nós PRO^1^PL
faem VBDI^1^PL
, COMMA
de P
·iiii· NUM
tro P
a P
·v· PRO^D^1^SG
. .

E CONJ
en P
tant ADV
anaven VBDI^3^PL
vinent VG
los D
nostres D^POS
e CONJ
mataven VBDI^3^PL
e CONJ
enderrocaven VBDI^3^PL
dels P+D
moros N
alí ADV
on C
los PRO^A^3^PL
trobaven VBDI^3^SG
. .

E CONJ
nós PRO^1^PL
ab P
·iii· NUM
cavallers N
que C
anaven VBDI^3^PL
ab P
nós PRO^1^PL
, COMMA
trobam VBDI^1^PL
-nos PRO^RFL^1^PL
ab P
·i· NUM
cavaller N
a P
peu N
; ;
e CONJ
tench VBDI^3^SG
son D^POS
escut N
abraçat VNI
e CONJ
sa D^POS
lança N
en P
sa D^POS
mà N
e CONJ
sa D^POS
espaa N
cinta VNI
e CONJ
son D^POS
elm N
saragoçà ADJ
en P
son D^POS
cap N
e CONJ
·i· NUM
perpunt N
vestit VNI
; ;
e CONJ
dixem VBDI^1^PL
-li PRO^D^3^SG
que C
·s PRO^RFL^3^SG
retés VBDS^3^SG
; ;
e CONJ
él PRO^3^SG
girà VBDI^3^SG
·s PRO^RFL^3^SG
a P
nós PRO^1^PL
ab P
sa D^POS
lancaça N
dreta ADJ
e CONJ
anch ADV
no NEG
·ns PRO^D^1^PL
volch VBDI^3^SG
parlar VB
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
: :
Barons N
, COMMA
los D
cavals N
valen VBPI^3^PL
molt ADV
en P
esta D^DEM
terra N
, COMMA
e CONJ
cada D^Q
·i· NUM
no NEG
n’ PRO^ADV
à VBPI^3^SG
sinó CONJ
·i· NUM
; ;
e CONJ
val VBPI^3^SG
més ADV
·i· NUM
caval N
que C
·xx· NUM
sarraïns N
. .

E CONJ
yo PRO^1^SG
mostrar VB
-lo PRO^A^3^SG
-us PRO^D^2^PL
hé VBPI^1^SG
a P
matar VB
: :
metam VBPI^1^PL
-nos PRO^RFL^1^PL
tots PRO^Q
entorn P
d’ P
él PRO^3^SG
, COMMA
e CONJ
, COMMA
quan C
a P
la D
·i· NUM
dreçarà VBFI^3^SG
la D
lança N
, COMMA
l’ D
altre D^Q
vénga VBPS^3^SG
e CONJ
fira VBPI^3^SG
·l PRO^A^3^SG
per P
les D
espalles N
, COMMA
e CONJ
derrocar VB
l’ PRO^A^3^SG
ém VBPI^1^PL
en P
terra N
, COMMA
e CONJ
així ADV
no NEG
porà VBFI^3^SG
fer VB
mal N
a P
negú PRO^Q
. .

E CONJ
, COMMA
nós PRO^1^PL
appareylan VG
-nos PRO^RFL^1^PL
d’ P
açò PRO^3^SG
a P
fer VB
, COMMA
vench VBDI^3^SG
Don DPR
Pero NPR
Lobera NPR
e CONJ
lexà VBDI^3^SG
·s PRO^RFL^3^SG
córrer VB
al P+D
sarraý N
; ;
e CONJ
el D
sarraý N
, COMMA
que C
·l PRO^A^3^SG
veé VBDI^3^SG
venir VB
, COMMA
dreçà VBDI^3^SG
-li PRO^D^3^SG
la D
lança N
e CONJ
donà VBDI^3^SG
-li PRO^D^3^SG
tal ADJ
per P
los D
pits N
del P+D
caval N
de P
la D
lança N
, COMMA
que C
bé ADV
li PRO^D^3^SG
·n PRO^ADV
mès VBDI^3^SG
mija ADJ
braça N
, COMMA
e CONJ
él PRO^3^SG
donà VBDI^3^SG
-li PRO^D^3^SG
del P+D
pits N
del P+D
caval N
e CONJ
derrocà VBDI^3^SG
·l PRO^A^3^SG
; ;
e CONJ
él PRO^3^SG
volch VBDI^3^SG
-se PRO^RFL^3^PL
levar VB
e CONJ
mès VBDI^3^SG
mà N
a P
la D
espaa N
. .

E CONJ
, COMMA
en P
tant ADV
, COMMA
nós PRO^1^PL
fom VBDI^1^PL
sobr P
·él PRO^3^SG
, COMMA
e CONJ
anch ADV
no NEG
·s PRO^RFL^3^SG
volch VBDI^3^SG
retre VB
tro P
que C
morí VBDI^3^SG
, COMMA
ans ADV
con C
hom MAN
li PRO^D^3^SG
deÿa VBDI^3^SG
: :
Ren VBI^2^SG
-te PRO^RFL^2^SG
, COMMA
él PRO^3^SG
deÿa VBDI^3^SG
: :
FOL36v FOL
le NEG
, COMMA
que C
vol VBPI^3^SG
dir VB
: :
No NEG
. .

E CONJ
moriren VBDI^3^PL
-n’ PRO^ADV
í PRO^ADV
d’ P
altres D^Q
bé ADV
·lxxx· NUM
. .

E CONJ
tornam VBDI^1^PL
-nos PRO^RFL^1^PL
-en PRO^ADV
a P
la D
ost N
. .

E CONJ
, COMMA
quan C
nós PRO^1^PL
entram VBDI^1^PL
per P
la D
ost N
, COMMA
podia VBDI^3^SG
ésser VB
prop P
del P+D
sol N
post VNI
, COMMA
e CONJ
En DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
·N DPR
Ramon NPR
de P
Muntcada NPR
, COMMA
ab P
cavallers N
qui C
eren VBDI^3^PL
ab P
éls PRO^3^PL
, COMMA
exiren VBDI^3^PL
-nos PRO^A^1^PL
recollir VB
. .

E CONJ
nós PRO^1^PL
descavalgam VBDI^1^PL
e CONJ
anam VBDI^1^PL
en P
ves P
éls PRO^3^PL
a P
peu N
; ;
e CONJ
En DPR
Guillem NPR
de P
Muntcada NPR
somrís VBDI^3^SG
-se PRO^RFL^3^PL
, COMMA
e CONJ
nós PRO^1^PL
fom VBDI^1^PL
alegres ADJ
, COMMA
que C
havíem VBDI^1^PL
paor N
que C
no NEG
·ns PRO^D^1^PL
dixés VBDS^3^SG
mal N
; ;
e CONJ
pensam VBDI^1^PL
-nos PRO^RFL^1^PL
que C
no NEG
seria VBPC^3^SG
tan ADV
mal N
con C
nós PRO^1^PL
cuydàvem VBDI^1^PL
. .

E CONJ
En DPR
Ramon NPR
de P
Muntcada NPR
dix VBDI^3^SG
-nos PRO^D^1^PL
: :
Què C
havets VBPI^2^PL
feyt VNI
? ?
volets VBPI^2^PL
ociure VB
a P
nós PRO^1^PL
e CONJ
a P
vós PRO^2^PL
? ?
que C
, COMMA
si C
per P
mala ADJ
ventura N
vós PRO^2^PL
vos PRO^RFL^2^PL
perdíets VNI
, COMMA
e CONJ
sóts VBPI^2^PL
ara ADV
anat VNI
a P
reech N
de P
perdre VB
, COMMA
la D
ost N
e CONJ
tot D^Q
l’ D
àls PRO^Q
seria VBPC^3^SG
perdut VN
, COMMA
e CONJ
aquest D^DEM
tan ADV
bon ADJ
feyt N
no NEG
·s PRO^RFL^3^SG
farà VBFI^3^SG
puys ADV
per P
nuyl D^Q
hom N
del P+D
món N
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Muntcada NPR
: :
En DPR
Ramon NPR
, COMMA
lo D
rey N
ha VBPI^3^SG
feyta VNI
folia N
, COMMA
mas CONJ
emperò P
a P
bon ADJ
respit N
lo PRO^A^3^SG
podem VBPI^1^PL
tenir VB
d’ P
armes N
e CONJ
de P
tot D^Q
bon ADJ
feyt VNI
, COMMA
pus ADV
així ADV
s’ PRO^RFL^3^SG
enfeloní VBDI^3^SG
cant C
no NEG
fo VBDI^3^SG
a P
la D
batayla N
. .

E CONJ
, COMMA
séyer N
- -
-dix VBDI^3^SG
ell PRO^3^SG
a P
nós PRO^1^PL
- -
- -
, COMMA
castigats VBI^2^PL
-vos PRO^RFL^2^PL
-en PRO^ADV
, COMMA
que C
en P
vós PRO^2^PL
nos PRO^D^1^PL
jau VBPI^3^SG
nostra D^POS
vida N
e CONJ
nostra D^POS
mort N
. .

E CONJ
conortats VBI^2^PL
-vos PRO^RFL^2^PL
d’ P
una D^Q
cosa N
: :
que C
, COMMA
pus C
los D
peus N
tenits VBPI^2^PL
en P
terra N
, COMMA
rey N
sóts VBPI^2^PL
de P
Maylorques NPR
; ;
e CONJ
, COMMA
si C
moríets VBDS^2^PL
, COMMA
per P
lo D
meylor ADJ
hom N
del P+D
món N
morríets VBDS^2^PL
; ;
e CONJ
, COMMA
si C
jahíets VBDS^2^PL
contreyt VNI
en P
lo D
lit N
, COMMA
aquesta D^DEM
terra N
tenits VBPI^2^PL
per P
vostra D^POS
, COMMA
que C
vostra D^POS
és VBPI^3^SG
. .

E CONJ
dix VBDI^3^SG
En DPR
Ramon NPR
de P
Muntcada NPR
: :
Seyor N
, COMMA
ara ADV
hauríem VBPC^1^PL
ops N
a P
pendre VB
conseyl N
que C
esta D^DEM
nuyt N
que C
us PRO^A^2^PL
gordàssets VBDS^1^PL
, COMMA
que C
en P
esta D^DEM
nuyt N
és VBPI^3^SG
major ADJ
periyl N
que C
no NEG
haurets VBFI^2^PL
en P
esta D^DEM
terra N
; ;
car C
, COMMA
si C
no NEG
·ns PRO^RFL^1^PL
guaytam VBPI^1^PL
bé ADV
que C
·ns PRO^RFL^1^PL
poguéssem VBDS^1^PL
armar VB
ans ADV
que C
fossen VBDS^3^PL
a P
nós PRO^1^PL
, COMMA
tot D^Q
aquest D^DEM
feyt VNI
seria VBPC^3^SG
destroÿt VNI
. .

E CONJ
dixem VBDI^1^PL
nós PRO^1^PL
: :
Vosaltres NPR
, COMMA
que C
y PRO^ADV
sabets VBPI^2^PL
més ADV
que C
yo PRO^1^SG
, COMMA
deÿts VBPI^2^PL
-ho PRO^A^NTR
, COMMA
que C
ço PRO^3^SG
que C
vós PRO^2^PL
ne CONJ+NEG
direts VBFI^2^PL
, COMMA
ne PRO^ADV
farem VBFI^1^PL
nós PRO^1^PL
. .

E CONJ
dixeren VBDI^3^PL
: :
Donchs ADV
, COMMA
Seyor N
, COMMA
féts VBI^2^PL
armar VB
·c· NUM
cavals N
esta D^DEM
nuyt N
, COMMA
e CONJ
les D
talayes N
estien VBPS^3^PL
luny ADV
, COMMA
que C
la D
ost N
se PRO^RFL^3^SG
pogués VBDS^3^SG
armar VB
ans ADV
que C
éls PRO^3^PL
fossen VBDS^3^PL
ab P
nós PRO^1^PL
. .

E CONJ
nós PRO^1^PL
dixem VBDI^1^PL
que C
u PRO^A^NTR
deÿa VBDI^3^SG
fort ADV
FOL37r FOL
bé ADV
. .

E CONJ
nós PRO^1^PL
encara ADV
no NEG
havíem VBDI^1^PL
menjat VN
e CONJ
dixem VBDI^1^PL
que C
, COMMA
quan C
hauríem VBPC^1^PL
menjat VN
, COMMA
enviaríem VBPC^1^PL
missatge N
als P+D
richs ADJ
hòmens N
, COMMA
que C
cascú PRO^Q
faés VBDS^3^SG
armar VB
la D
tercera ADJ
part N
de P
sa D^POS
companya N
, COMMA
e CONJ
que C
enviassen VBDS^3^PL
peons N
de P
fora N
e CONJ
que C
escoltassen VBDS^3^PL
si C
sintrien VBPC^3^PL
alcuna D^Q
cosa N
, COMMA
que C
u PRO^A^NTR
faessen VBDS^3^PL
saber VB
a P
nós PRO^1^PL
. .

E CONJ
, COMMA
quan C
haguem VBDI^1^PL
menjat VN
, COMMA
enviam VBDI^1^PL
nostres D^POS
porters N
a P
cada D^Q
·i· NUM
dels P+D
richs ADJ
hòmens N
; ;
e CONJ
anch ADV
no NEG
y PRO^ADV
pogren VBDI^3^PL
trametre VB
negú PRO^Q
: :
tant ADV
eren VBDI^3^PL
hujades VNI
les D
companyes N
, COMMA
e CONJ
éls PRO^3^PL
e CONJ
els D
cavals N
, COMMA
de P
l’ D
exir N
de P
la D
mar N
e CONJ
de P
la D
batayla N
que C
havien VBDI^3^PL
haüda VNI
. .

E CONJ
nós PRO^1^PL
cuydam VBDI^1^PL
que C
·ls PRO^D^3^PL
hi PRO^ADV
enviassen VBDS^3^PL
, COMMA
e CONJ
adormim VBDI^1^PL
-nos PRO^RFL^1^PL
. .

E CONJ
les D
nostres D^POS
naus N
, COMMA
ab P
bé ADV
·ccc· NUM
cavallers N
que C
havia VBDI^3^SG
de P
dins ADV
e CONJ
·ls D
cavals N
aytambé ADV
, COMMA
eren VBDI^3^PL
al P+D
cap N
de P
la D
Porrassa NPR
. .

E CONJ
viren VBDI^3^PL
la D
ost N
del P+D
rey N
de P
Maylorques NPR
al P+D
vespre N
, COMMA
que C
fo VBDI^3^SG
exida VNI
en P
la D
serra N
del P+D
port N
de P
Portupí NPR
. .

E CONJ
Don DPR
Ladró NPR
, COMMA
·i· NUM
rich ADJ
hom N
d’ P
Aragó NPR
qui C
era VBDI^3^SG
ab P
nós PRO^1^PL
, COMMA
ach VBDI^3^SG
acort N
ab P
los D
cavallers N
que C
eren VBDI^3^PL
en P
la D
nau N
, COMMA
que C
·ns PRO^D^1^PL
enviassen VBDS^3^PL
una D^Q
barca N
per P
mar N
, COMMA
que C
·ns PRO^D^1^PL
faÿen VBDI^3^PL
saber VB
que C
·l D
rey N
de P
Maylorques NPR
ab P
sa D^POS
ost N
era VBDI^3^SG
en P
la D
serra N
del P+D
port N
de P
Portupí NPR
, COMMA
e CONJ
tendes N
que C
y PRO^ADV
havien VBDI^3^PL
parades VNI
, COMMA
e CONJ
que C
estiguéssem VBDS^1^PL
apercebuts VNI
. .

aquest D^DEM
missatge N
vench VBDI^3^SG
a P
nós PRO^1^PL
a P
mija ADJ
nuyt N
, COMMA
que C
era VBDI^3^SG
nuyt N
del P+D
dimecres N
que C
devia VBDI^3^SG
ésser VB
aenant ADV
. .

E CONJ
nós PRO^1^PL
enviam VBDI^1^PL
-ho PRO^A^NTR
a P
dir VB
a P
·N DPR
Guillem NPR
de P
Muntcada NPR
e CONJ
a P
Don DPR
Nuno NPR
e CONJ
als P+D
richs ADJ
hòmens N
de P
la D
ost N
. .

E CONJ
ab P
tot D^Q
açò PRO^3^SG
no NEG
·s PRO^RFL^3^PL
levaren VBDI^3^PL
tro P
en P
l’ D
alba N
. .

E CONJ
, COMMA
quan C
vench VBDI^3^SG
en P
l’ D
alba N
, COMMA
levam VBDI^1^PL
-nos PRO^RFL^1^PL
tots PRO^Q
e CONJ
ohim VBDI^1^PL
nostra D^POS
missa N
en P
la D
tenda N
nostra D^POS
, COMMA
e CONJ
el D
bisbe N
de P
Barçelona NPR
féu VBDI^3^SG
sermó N
en P
esta D^DEM
manera N
: :
§ §
Barons N
, COMMA
no NEG
és VBPI^3^SG
ara ADV
ora N
de P
lonch ADJ
sermó N
a P
fer VB
, COMMA
que C
la D
manera N
no NEG
·ns PRO^D^1^PL
ho PRO^A^NTR
dóna VBPI^3^SG
, COMMA
car C
aquest D^DEM
feyt N
en P
què WPRO
el D
rey N
nostre D^POS
seyor N
és VBPI^3^SG
, COMMA
e CONJ
vosaltres PRO^2^PL
, COMMA
és VBPI^3^SG
obra N
de P
Déu N
, COMMA
que C
no NEG
és VBPI^3^SG
pas NEG
nostre D^POS
. .

E CONJ
devets VBPI^2^PL
fer VB
aquest D^DEM
comte N
: :
que C
aquels D^DEM
qui C
en P
aquest D^DEM
feyt VNI
pendran VBFI^3^PL
mort N
, COMMA
que C
la PRO^A^3^SG
pendran VBFI^3^PL
per P
Nostre D^POS
Seyor N
, COMMA
e CONJ
que C
hauran VBFI^1^SG
paradís N
hon C
auran VBFI^1^SG
glòria N
perdurabla ADJ
per P
tots D^Q
tems N
; ;
e CONJ
aquels D^DEM
qui C
viuran VBFI^3^PL
hauran VBFI^1^SG
honor N
FOL37v FOL
e CONJ
preu N
en P
sa D^POS
vida N
e CONJ
bona ADJ
fi N
a P
la D
mort N
. .

E CONJ
, COMMA
barons N
, COMMA
conortats VBI^2^PL
-vos PRO^RFL^2^PL
per P
Déu N
, COMMA
car C
lo D
rey N
vostre D^POS
seyor N
e CONJ
nós PRO^1^PL
e CONJ
vosaltres PRO^2^PL
volem VBPI^1^PL
destruir VB
aquels D^DEM
qui C
reneguen VBPI^3^PL
lo D
nom N
de P
Jhesuchrist NPR
. .

E CONJ
tothom PRO^3^SG
se PRO^RFL^3^SG
deu VBPI^3^SG
pensar VB
, COMMA
e CONJ
pot VBPI^3^SG
, COMMA
que C
Déu N
e CONJ
la D
sua D^POS
mare N
no NEG
·s PRO^RFL^3^SG
partirà VBDI^3^SG
vuy ADV
de P
nós PRO^1^PL
, COMMA
ans CONJ
nos PRO^A^1^PL
darà VBFI^3^SG
victòria N
; ;
per P
què WPRO
devets VBPI^2^PL
haver VB
bon ADJ
cor N
que C
tot D^Q
ho PRO^A^NTR
vençrem VBFI^1^PL
, COMMA
car C
la D
batayla N
deu VBPI^3^SG
ésser VB
vuy ADV
. .

E CONJ
conortats VBI^2^PL
-vos PRO^RFL^2^PL
bé ADV
e CONJ
alegrats VBI^2^PL
-vos PRO^RFL^2^PL
, COMMA
que C
ab P
seyor N
bo ADJ
e CONJ
natural ADJ
anam VBPI^1^PL
, COMMA
e CONJ
Déu N
, COMMA
qui C
és VBPI^3^SG
sobre P
ell PRO^3^SG
e CONJ
sobre P
nós PRO^1^PL
, COMMA
ajudar VB
-nos PRO^A^1^PL
ha VBPI^3^SG
. .

E CONJ
ab P
açò PRO^3^SG
féu VBDI^3^SG
fi N
a P
ses D^POS
paraules N
. .

E CONJ
, COMMA
dita VNI
la D
missa N
, COMMA
En DPR
Guillem NPR
de P
Muntcada NPR
combregà VBDI^3^SG
, COMMA
car C
nós PRO^1^PL
e CONJ
tota D^Q
la D
major ADJ
partida N
havíem VBDI^1^PL
combregat VN
ans ADV
que C
entràssem VBDS^1^PL
en P
sa D
mar N
; ;
e CONJ
ab P
los D
genols N
ficats VNI
reebé VBDI^3^SG
son D^POS
Creador N
e CONJ
ploran VG
e CONJ
cayén VG
-li PRO^D^3^SG
les D
làgremes N
per P
la D
cara N
. .

Après P
açò PRO^3^SG
, COMMA
dixeren VBDI^3^PL
qui C
tendria VBPC^3^PL
la D
denantera N
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
Muntcada NPR
: :
Tenits VBI^2^PL
-la PRO^A^3^SG
vós PRO^2^PL
, COMMA
En DPR
Nuno NPR
. .

E CONJ
dix VBDI^3^SG
En DPR
Nuno NPR
: :
Ans ADV
la D
tenits VBPI^2^PL
vós PRO^2^PL
vuy ADV
. .

E CONJ
dix VBDI^3^SG
En DPR
Ramon NPR
de P
Muntcada NPR
: :
En DPR
Nuno NPR
, COMMA
ben ADV
conexem VBPI^1^PL
per P
què WPRO
ho PRO^A^NTR
deÿts VBPI^2^PL
ne CONJ+NEG
ó PRO^A^NTR
féts VBPI^2^PL
: :
per P
amor N
que C
vós PRO^2^PL
ajats VBPS^2^PL
de P
males ADJ
ferides N
de P
la D
batayla N
, COMMA
que C
devem VBPI^1^PL
albergar VB
a P
la D
Porrassa NPR
. .

E CONJ
dix VBDI^3^SG
En DPR
Guillem NPR
de P
